06007000202,0.000000
06097152502,0.000000
06067004300,0.000000
06067008402,0.000000
06045010300,0.000000
06007002700,0.000000
06095253202,0.000000
06045010801,0.000000
06097153600,0.000000
06067004904,0.000000
06067009503,5.477600
06077000402,5.523579
06077003403,5.593746
06001406201,5.486188
06095252401,5.516452
06013305000,5.465792
06013364002,5.462946
06077004103,5.516358
06077005305,0.698970
06095251902,0.000000
06001409000,0.000000
06085504411,0.000000
06001438000,0.000000
06099001300,0.000000
06099000505,0.000000
06081601300,0.000000
06001442800,0.000000
06001410300,0.000000
06001428301,0.000000
06001409300,0.000000
06047000902,0.000000
06031000900,0.000000
06085505305,0.000000
06085503601,0.000000
06107002009,0.000000
06085511901,0.000000
06085512602,0.000000
06087110502,0.000000
06107002201,0.000000
06087110400,0.000000
06037104820,0.000000
06037115101,0.000000
06037108102,0.000000
06083002403,0.000000
06111006100,0.000000
06083002802,0.000000
06111004900,0.000000
06083002009,0.000000
06037310100,0.000000
06111003605,0.000000
06037199201,0.000000
06071007408,0.000000
06071002003,0.000000
06037002401,0.000000
06071481402,0.000000
06037400303,0.000000
06037404200,0.000000
06037462200,0.000000
06037800201,0.000000
06111005906,0.000000
06037407102,0.000000
06037205120,0.000000
06071007102,0.000000
06037403402,0.000000
06037531000,0.000000
06037533901,0.000000
06037482600,0.000000
06037213310,0.000000
06037407101,0.000000
06037532400,0.000000
06037552100,0.000000
06065238320,0.000000
06037042008,0.000000
06037553702,0.000000
06065042508,0.000000
06065044300,0.000000
06059110500,0.000000
06037620102,0.000000
06065042604,0.000000
06037600501,0.000000
06059052415,0.000000
06037575500,0.000000
06059074601,0.000000
06059075812,0.000000
06037573402,0.000000
06059086303,0.000000
06059042201,0.000000
06059074802,0.000000
06059074901,0.000000
06037576402,0.000000
06073014300,0.000000
06025012000,0.000000
06073018803,0.000000
06073013411,0.000000
06073020018,0.000000
06073019302,0.000000
06073013414,0.000000
06073020103,0.000000
06073020209,0.000000
06073008502,0.000000
